method,source,hits_at_k,precision_at_k
common_neighbors,6126,1,0.1
common_neighbors,6132,1,0.1
common_neighbors,6134,2,0.2
common_neighbors,6135,1,0.1
common_neighbors,6146,1,0.1
common_neighbors,6151,2,0.2
common_neighbors,6156,4,0.4
common_neighbors,6160,1,0.1
common_neighbors,6165,1,0.1
common_neighbors,6169,1,0.1
common_neighbors,6170,3,0.3
common_neighbors,6176,1,0.1
common_neighbors,6179,1,0.1
common_neighbors,6182,1,0.1
common_neighbors,6184,1,0.1
common_neighbors,6190,1,0.1
common_neighbors,6196,1,0.1
common_neighbors,6198,4,0.4
common_neighbors,6202,0,0.0
common_neighbors,6204,2,0.2
common_neighbors,6208,1,0.1
common_neighbors,6213,1,0.1
common_neighbors,6216,1,0.1
common_neighbors,6217,3,0.3
common_neighbors,6218,6,0.6
common_neighbors,6220,3,0.3
common_neighbors,6221,5,0.5
common_neighbors,6223,1,0.1
common_neighbors,6227,1,0.1
common_neighbors,6229,3,0.3
common_neighbors,6230,1,0.1
common_neighbors,6239,1,0.1
common_neighbors,6241,5,0.5
common_neighbors,6242,1,0.1
common_neighbors,6243,6,0.6
common_neighbors,6245,1,0.1
common_neighbors,6252,1,0.1
common_neighbors,6263,1,0.1
common_neighbors,6270,8,0.8
common_neighbors,6271,1,0.1
common_neighbors,6272,9,0.9
common_neighbors,6274,1,0.1
common_neighbors,6280,6,0.6
common_neighbors,6298,1,0.1
common_neighbors,6299,10,1.0
common_neighbors,6305,7,0.7
common_neighbors,6312,1,0.1
common_neighbors,6314,0,0.0
common_neighbors,6316,5,0.5
common_neighbors,6317,1,0.1
common_neighbors,6320,6,0.6
common_neighbors,6323,5,0.5
common_neighbors,6324,1,0.1
common_neighbors,6325,1,0.1
common_neighbors,6326,1,0.1
common_neighbors,6327,7,0.7
common_neighbors,6330,1,0.1
common_neighbors,6331,0,0.0
common_neighbors,6333,1,0.1
common_neighbors,6334,2,0.2
common_neighbors,6339,1,0.1
common_neighbors,6344,1,0.1
common_neighbors,6346,1,0.1
common_neighbors,6347,3,0.3
common_neighbors,6356,1,0.1
common_neighbors,6359,6,0.6
common_neighbors,6360,3,0.3
common_neighbors,6367,1,0.1
common_neighbors,6377,2,0.2
common_neighbors,6381,1,0.1
common_neighbors,6383,1,0.1
common_neighbors,6394,1,0.1
common_neighbors,6398,3,0.3
common_neighbors,6406,0,0.0
common_neighbors,6414,4,0.4
common_neighbors,6415,1,0.1
common_neighbors,6416,1,0.1
common_neighbors,6421,4,0.4
common_neighbors,6422,3,0.3
common_neighbors,6443,7,0.7
common_neighbors,6445,0,0.0
common_neighbors,6447,2,0.2
common_neighbors,6458,5,0.5
common_neighbors,6460,6,0.6
common_neighbors,6461,1,0.1
common_neighbors,6467,2,0.2
common_neighbors,6471,1,0.1
common_neighbors,6479,1,0.1
common_neighbors,6483,3,0.3
common_neighbors,6484,1,0.1
common_neighbors,6486,8,0.8
common_neighbors,6488,3,0.3
common_neighbors,6491,1,0.1
common_neighbors,6494,6,0.6
common_neighbors,6500,1,0.1
common_neighbors,6501,4,0.4
common_neighbors,6502,0,0.0
common_neighbors,6503,1,0.1
common_neighbors,6504,1,0.1
common_neighbors,6510,6,0.6
common_neighbors,6517,1,0.1
common_neighbors,6518,5,0.5
common_neighbors,6522,2,0.2
common_neighbors,6523,4,0.4
common_neighbors,6524,1,0.1
common_neighbors,6525,5,0.5
common_neighbors,6526,1,0.1
common_neighbors,6538,3,0.3
common_neighbors,6545,1,0.1
common_neighbors,6546,1,0.1
common_neighbors,6548,2,0.2
common_neighbors,6550,2,0.2
common_neighbors,6551,1,0.1
common_neighbors,6552,6,0.6
common_neighbors,6555,7,0.7
common_neighbors,6560,9,0.9
common_neighbors,6563,7,0.7
common_neighbors,6577,2,0.2
common_neighbors,6595,6,0.6
common_neighbors,6596,4,0.4
common_neighbors,6598,1,0.1
common_neighbors,6605,1,0.1
common_neighbors,6608,3,0.3
common_neighbors,6611,2,0.2
common_neighbors,6612,1,0.1
common_neighbors,6613,1,0.1
common_neighbors,6615,7,0.7
common_neighbors,6616,5,0.5
common_neighbors,6618,8,0.8
common_neighbors,6619,6,0.6
common_neighbors,6620,8,0.8
common_neighbors,6624,6,0.6
common_neighbors,6625,1,0.1
common_neighbors,6626,2,0.2
common_neighbors,6627,4,0.4
common_neighbors,6635,1,0.1
common_neighbors,6636,1,0.1
common_neighbors,6646,0,0.0
common_neighbors,6649,4,0.4
common_neighbors,6655,1,0.1
common_neighbors,6665,4,0.4
common_neighbors,6666,1,0.1
common_neighbors,6671,2,0.2
common_neighbors,6676,0,0.0
common_neighbors,6683,1,0.1
common_neighbors,6695,1,0.1
common_neighbors,6702,3,0.3
common_neighbors,6710,1,0.1
common_neighbors,6712,4,0.4
common_neighbors,6714,7,0.7
common_neighbors,6726,3,0.3
common_neighbors,6736,6,0.6
common_neighbors,6747,0,0.0
common_neighbors,6758,1,0.1
common_neighbors,6759,1,0.1
common_neighbors,6766,0,0.0
common_neighbors,6772,4,0.4
common_neighbors,6774,7,0.7
common_neighbors,6775,1,0.1
common_neighbors,6776,1,0.1
common_neighbors,6779,1,0.1
common_neighbors,6780,2,0.2
common_neighbors,6781,0,0.0
common_neighbors,6784,7,0.7
common_neighbors,6789,3,0.3
common_neighbors,6795,1,0.1
common_neighbors,6804,1,0.1
common_neighbors,6809,1,0.1
common_neighbors,6815,1,0.1
common_neighbors,6822,1,0.1
common_neighbors,6841,1,0.1
common_neighbors,6846,1,0.1
common_neighbors,6848,3,0.3
common_neighbors,6855,2,0.2
common_neighbors,6859,2,0.2
common_neighbors,6861,1,0.1
common_neighbors,6864,1,0.1
common_neighbors,6865,3,0.3
common_neighbors,6866,0,0.0
common_neighbors,6867,1,0.1
common_neighbors,6875,4,0.4
common_neighbors,6880,1,0.1
common_neighbors,6883,1,0.1
common_neighbors,6885,2,0.2
common_neighbors,6889,0,0.0
common_neighbors,6895,1,0.1
common_neighbors,6900,4,0.4
common_neighbors,6902,5,0.5
common_neighbors,6906,5,0.5
common_neighbors,6907,9,0.9
common_neighbors,6912,1,0.1
common_neighbors,6913,7,0.7
common_neighbors,6914,9,0.9
common_neighbors,6916,5,0.5
common_neighbors,6917,1,0.1
common_neighbors,6918,4,0.4
common_neighbors,6924,4,0.4
common_neighbors,6934,9,0.9
common_neighbors,6941,8,0.8
common_neighbors,6945,3,0.3
common_neighbors,6946,6,0.6
common_neighbors,6949,1,0.1
common_neighbors,6951,6,0.6
common_neighbors,6953,1,0.1
common_neighbors,6974,0,0.0
common_neighbors,6975,1,0.1
common_neighbors,6976,5,0.5
common_neighbors,6984,1,0.1
common_neighbors,6991,0,0.0
common_neighbors,6993,8,0.8
common_neighbors,6994,2,0.2
common_neighbors,7005,2,0.2
common_neighbors,7012,2,0.2
common_neighbors,7014,1,0.1
common_neighbors,7019,1,0.1
common_neighbors,7020,1,0.1
common_neighbors,7021,6,0.6
common_neighbors,7026,2,0.2
common_neighbors,7030,1,0.1
common_neighbors,7043,0,0.0
common_neighbors,7045,6,0.6
common_neighbors,7046,5,0.5
common_neighbors,7047,6,0.6
common_neighbors,7049,3,0.3
common_neighbors,7052,7,0.7
common_neighbors,7053,3,0.3
common_neighbors,7054,4,0.4
common_neighbors,7055,3,0.3
common_neighbors,7056,5,0.5
common_neighbors,7057,6,0.6
common_neighbors,7061,1,0.1
common_neighbors,7062,1,0.1
common_neighbors,7063,6,0.6
common_neighbors,7064,1,0.1
common_neighbors,7080,5,0.5
common_neighbors,7086,3,0.3
common_neighbors,7087,0,0.0
common_neighbors,7088,1,0.1
common_neighbors,7092,7,0.7
common_neighbors,7096,2,0.2
common_neighbors,7099,2,0.2
common_neighbors,7100,3,0.3
common_neighbors,7104,2,0.2
common_neighbors,7106,1,0.1
common_neighbors,7109,0,0.0
common_neighbors,7110,1,0.1
common_neighbors,7113,2,0.2
common_neighbors,7116,1,0.1
common_neighbors,7117,1,0.1
common_neighbors,7120,5,0.5
common_neighbors,7126,1,0.1
common_neighbors,7129,2,0.2
common_neighbors,7131,4,0.4
common_neighbors,7132,5,0.5
common_neighbors,7134,1,0.1
common_neighbors,7138,1,0.1
common_neighbors,7139,1,0.1
common_neighbors,7142,1,0.1
common_neighbors,7150,3,0.3
common_neighbors,7153,1,0.1
common_neighbors,7163,0,0.0
common_neighbors,7164,1,0.1
common_neighbors,7171,2,0.2
common_neighbors,7172,1,0.1
common_neighbors,7175,1,0.1
common_neighbors,7184,1,0.1
common_neighbors,7188,3,0.3
common_neighbors,7198,0,0.0
common_neighbors,7199,1,0.1
common_neighbors,7222,1,0.1
common_neighbors,7225,7,0.7
common_neighbors,7226,0,0.0
common_neighbors,7227,2,0.2
common_neighbors,7228,1,0.1
common_neighbors,7229,0,0.0
common_neighbors,7230,1,0.1
common_neighbors,7231,6,0.6
common_neighbors,7233,3,0.3
common_neighbors,7236,6,0.6
common_neighbors,7238,2,0.2
common_neighbors,7239,3,0.3
common_neighbors,7241,6,0.6
common_neighbors,7253,2,0.2
common_neighbors,7260,1,0.1
common_neighbors,7262,1,0.1
common_neighbors,7266,1,0.1
common_neighbors,7270,1,0.1
common_neighbors,7278,0,0.0
common_neighbors,7279,2,0.2
common_neighbors,7280,6,0.6
common_neighbors,7281,0,0.0
common_neighbors,7284,1,0.1
common_neighbors,7293,1,0.1
common_neighbors,7294,7,0.7
common_neighbors,7295,4,0.4
common_neighbors,7298,1,0.1
common_neighbors,7301,5,0.5
common_neighbors,7302,1,0.1
common_neighbors,7317,2,0.2
common_neighbors,7330,1,0.1
common_neighbors,7335,1,0.1
common_neighbors,7341,1,0.1
common_neighbors,7343,2,0.2
common_neighbors,7348,1,0.1
common_neighbors,7350,2,0.2
common_neighbors,7351,2,0.2
common_neighbors,7352,1,0.1
common_neighbors,7362,1,0.1
common_neighbors,7371,0,0.0
common_neighbors,7378,6,0.6
common_neighbors,7383,1,0.1
common_neighbors,7386,4,0.4
common_neighbors,7389,2,0.2
common_neighbors,7390,4,0.4
common_neighbors,7391,4,0.4
common_neighbors,7393,2,0.2
common_neighbors,7394,0,0.0
common_neighbors,7400,2,0.2
common_neighbors,7405,2,0.2
common_neighbors,7409,2,0.2
common_neighbors,7415,1,0.1
common_neighbors,7417,1,0.1
common_neighbors,7421,1,0.1
common_neighbors,7424,1,0.1
common_neighbors,7425,1,0.1
common_neighbors,7428,1,0.1
common_neighbors,7441,0,0.0
common_neighbors,7443,1,0.1
common_neighbors,7449,6,0.6
common_neighbors,7455,0,0.0
common_neighbors,7476,0,0.0
common_neighbors,7490,4,0.4
common_neighbors,7492,0,0.0
common_neighbors,7502,1,0.1
common_neighbors,7511,3,0.3
common_neighbors,7518,1,0.1
common_neighbors,7544,3,0.3
common_neighbors,7554,0,0.0
common_neighbors,7564,6,0.6
common_neighbors,7565,1,0.1
common_neighbors,7569,1,0.1
common_neighbors,7578,6,0.6
common_neighbors,7580,4,0.4
common_neighbors,7586,1,0.1
common_neighbors,7593,1,0.1
common_neighbors,7597,2,0.2
common_neighbors,7598,7,0.7
common_neighbors,7609,1,0.1
common_neighbors,7614,6,0.6
common_neighbors,7623,1,0.1
common_neighbors,7625,1,0.1
common_neighbors,7647,1,0.1
common_neighbors,7649,3,0.3
common_neighbors,7650,0,0.0
common_neighbors,7661,1,0.1
common_neighbors,7665,2,0.2
common_neighbors,7675,2,0.2
common_neighbors,7677,1,0.1
common_neighbors,7678,1,0.1
common_neighbors,7679,5,0.5
common_neighbors,7682,2,0.2
common_neighbors,7685,1,0.1
common_neighbors,7691,5,0.5
common_neighbors,7696,1,0.1
common_neighbors,7697,1,0.1
common_neighbors,7703,1,0.1
common_neighbors,7719,1,0.1
common_neighbors,7727,4,0.4
common_neighbors,7728,0,0.0
common_neighbors,7733,3,0.3
common_neighbors,7736,1,0.1
common_neighbors,7738,1,0.1
common_neighbors,7743,1,0.1
common_neighbors,7744,6,0.6
common_neighbors,7747,1,0.1
common_neighbors,7750,1,0.1
common_neighbors,7753,1,0.1
common_neighbors,7759,1,0.1
common_neighbors,7766,1,0.1
common_neighbors,7768,1,0.1
common_neighbors,7769,1,0.1
common_neighbors,7771,0,0.0
common_neighbors,7772,3,0.3
common_neighbors,7774,4,0.4
common_neighbors,7775,3,0.3
common_neighbors,7779,0,0.0
common_neighbors,7790,0,0.0
common_neighbors,7791,1,0.1
common_neighbors,7792,1,0.1
common_neighbors,7806,1,0.1
common_neighbors,7810,3,0.3
common_neighbors,7812,1,0.1
common_neighbors,7815,1,0.1
common_neighbors,7818,2,0.2
common_neighbors,7833,1,0.1
common_neighbors,7835,1,0.1
common_neighbors,7837,0,0.0
common_neighbors,7842,1,0.1
common_neighbors,7845,1,0.1
common_neighbors,7853,0,0.0
common_neighbors,7856,1,0.1
common_neighbors,7862,2,0.2
common_neighbors,7864,1,0.1
common_neighbors,7865,4,0.4
common_neighbors,7873,0,0.0
common_neighbors,7875,1,0.1
common_neighbors,7877,1,0.1
common_neighbors,7882,1,0.1
common_neighbors,7885,1,0.1
common_neighbors,7900,1,0.1
common_neighbors,7901,2,0.2
common_neighbors,7902,3,0.3
common_neighbors,7903,0,0.0
common_neighbors,7904,2,0.2
common_neighbors,7906,0,0.0
common_neighbors,7907,1,0.1
common_neighbors,7910,1,0.1
common_neighbors,7916,1,0.1
common_neighbors,7919,0,0.0
common_neighbors,7928,1,0.1
common_neighbors,7929,1,0.1
common_neighbors,7933,2,0.2
common_neighbors,7938,1,0.1
common_neighbors,7948,1,0.1
common_neighbors,7964,1,0.1
common_neighbors,7967,1,0.1
common_neighbors,7968,0,0.0
common_neighbors,7969,1,0.1
common_neighbors,7980,1,0.1
common_neighbors,8010,0,0.0
common_neighbors,8012,0,0.0
common_neighbors,8021,0,0.0
common_neighbors,8036,1,0.1
common_neighbors,8042,1,0.1
common_neighbors,8045,0,0.0
common_neighbors,8046,2,0.2
common_neighbors,8047,6,0.6
common_neighbors,8050,1,0.1
common_neighbors,8051,1,0.1
common_neighbors,8053,2,0.2
common_neighbors,8063,0,0.0
common_neighbors,8066,1,0.1
common_neighbors,8069,1,0.1
common_neighbors,8085,5,0.5
common_neighbors,8092,1,0.1
common_neighbors,8094,0,0.0
common_neighbors,8107,1,0.1
common_neighbors,8111,1,0.1
common_neighbors,8145,0,0.0
common_neighbors,8146,1,0.1
common_neighbors,8152,1,0.1
common_neighbors,8156,2,0.2
common_neighbors,8162,1,0.1
common_neighbors,8171,0,0.0
common_neighbors,8173,1,0.1
common_neighbors,8190,0,0.0
common_neighbors,8204,1,0.1
common_neighbors,8211,1,0.1
common_neighbors,8243,1,0.1
common_neighbors,8263,1,0.1
common_neighbors,8270,1,0.1
jaccard,3,3,0.3
jaccard,4,6,0.6
jaccard,5,7,0.7
jaccard,6,6,0.6
jaccard,7,3,0.3
jaccard,8,10,1.0
jaccard,9,5,0.5
jaccard,10,9,0.9
jaccard,11,6,0.6
jaccard,12,5,0.5
jaccard,13,2,0.2
jaccard,14,7,0.7
jaccard,15,3,0.3
jaccard,16,3,0.3
jaccard,17,8,0.8
jaccard,18,1,0.1
jaccard,19,4,0.4
jaccard,20,5,0.5
jaccard,21,3,0.3
jaccard,23,6,0.6
jaccard,24,4,0.4
jaccard,25,7,0.7
jaccard,26,7,0.7
jaccard,27,4,0.4
jaccard,28,10,1.0
jaccard,29,7,0.7
jaccard,31,2,0.2
jaccard,32,1,0.1
jaccard,33,8,0.8
jaccard,34,1,0.1
jaccard,35,9,0.9
jaccard,36,8,0.8
jaccard,37,1,0.1
jaccard,38,2,0.2
jaccard,39,6,0.6
jaccard,40,1,0.1
jaccard,41,5,0.5
jaccard,42,4,0.4
jaccard,43,1,0.1
jaccard,44,2,0.2
jaccard,45,2,0.2
jaccard,46,3,0.3
jaccard,47,6,0.6
jaccard,48,6,0.6
jaccard,49,2,0.2
jaccard,50,2,0.2
jaccard,51,2,0.2
jaccard,53,2,0.2
jaccard,54,2,0.2
jaccard,55,9,0.9
jaccard,56,5,0.5
jaccard,57,1,0.1
jaccard,58,4,0.4
jaccard,59,4,0.4
jaccard,60,2,0.2
jaccard,62,4,0.4
jaccard,66,2,0.2
jaccard,67,2,0.2
jaccard,68,2,0.2
jaccard,71,3,0.3
jaccard,72,6,0.6
jaccard,73,4,0.4
jaccard,74,6,0.6
jaccard,75,5,0.5
jaccard,77,3,0.3
jaccard,78,1,0.1
jaccard,79,6,0.6
jaccard,80,8,0.8
jaccard,81,4,0.4
jaccard,83,2,0.2
jaccard,86,7,0.7
jaccard,87,3,0.3
jaccard,89,4,0.4
jaccard,90,5,0.5
jaccard,92,1,0.1
jaccard,94,5,0.5
jaccard,96,1,0.1
jaccard,99,0,0.0
jaccard,101,4,0.4
jaccard,102,1,0.1
jaccard,103,6,0.6
jaccard,104,5,0.5
jaccard,105,1,0.1
jaccard,109,6,0.6
jaccard,110,5,0.5
jaccard,111,5,0.5
jaccard,113,4,0.4
jaccard,116,1,0.1
jaccard,120,2,0.2
jaccard,121,1,0.1
jaccard,122,6,0.6
jaccard,125,5,0.5
jaccard,126,5,0.5
jaccard,127,5,0.5
jaccard,128,5,0.5
jaccard,129,2,0.2
jaccard,130,5,0.5
jaccard,132,4,0.4
jaccard,133,1,0.1
jaccard,134,1,0.1
jaccard,135,3,0.3
jaccard,136,0,0.0
jaccard,138,6,0.6
jaccard,139,5,0.5
jaccard,140,6,0.6
jaccard,142,4,0.4
jaccard,143,6,0.6
jaccard,145,3,0.3
jaccard,147,7,0.7
jaccard,150,4,0.4
jaccard,151,8,0.8
jaccard,152,2,0.2
jaccard,154,6,0.6
jaccard,155,5,0.5
jaccard,156,1,0.1
jaccard,157,5,0.5
jaccard,158,1,0.1
jaccard,161,3,0.3
jaccard,163,1,0.1
jaccard,164,1,0.1
jaccard,166,3,0.3
jaccard,169,1,0.1
jaccard,171,8,0.8
jaccard,172,7,0.7
jaccard,173,5,0.5
jaccard,175,1,0.1
jaccard,176,8,0.8
jaccard,177,3,0.3
jaccard,178,6,0.6
jaccard,179,3,0.3
jaccard,180,0,0.0
jaccard,181,1,0.1
jaccard,182,6,0.6
jaccard,185,1,0.1
jaccard,187,3,0.3
jaccard,191,2,0.2
jaccard,192,4,0.4
jaccard,193,2,0.2
jaccard,194,2,0.2
jaccard,197,3,0.3
jaccard,199,2,0.2
jaccard,201,5,0.5
jaccard,202,4,0.4
jaccard,203,7,0.7
jaccard,204,2,0.2
jaccard,205,2,0.2
jaccard,208,2,0.2
jaccard,209,1,0.1
jaccard,215,4,0.4
jaccard,216,3,0.3
jaccard,218,1,0.1
jaccard,221,2,0.2
jaccard,222,1,0.1
jaccard,223,5,0.5
jaccard,224,2,0.2
jaccard,226,4,0.4
jaccard,228,1,0.1
jaccard,230,1,0.1
jaccard,231,6,0.6
jaccard,232,3,0.3
jaccard,236,7,0.7
jaccard,237,2,0.2
jaccard,238,1,0.1
jaccard,240,2,0.2
jaccard,241,1,0.1
jaccard,243,1,0.1
jaccard,244,1,0.1
jaccard,247,1,0.1
jaccard,249,1,0.1
jaccard,251,2,0.2
jaccard,254,4,0.4
jaccard,255,8,0.8
jaccard,256,2,0.2
jaccard,258,1,0.1
jaccard,259,6,0.6
jaccard,261,3,0.3
jaccard,263,3,0.3
jaccard,265,2,0.2
jaccard,266,2,0.2
jaccard,268,1,0.1
jaccard,269,2,0.2
jaccard,270,2,0.2
jaccard,275,4,0.4
jaccard,276,3,0.3
jaccard,277,1,0.1
jaccard,280,5,0.5
jaccard,282,8,0.8
jaccard,283,1,0.1
jaccard,284,1,0.1
jaccard,285,1,0.1
jaccard,290,8,0.8
jaccard,291,3,0.3
jaccard,292,1,0.1
jaccard,295,1,0.1
jaccard,296,4,0.4
jaccard,302,2,0.2
jaccard,303,1,0.1
jaccard,304,7,0.7
jaccard,305,1,0.1
jaccard,306,4,0.4
jaccard,307,3,0.3
jaccard,308,8,0.8
jaccard,310,7,0.7
jaccard,311,5,0.5
jaccard,312,9,0.9
jaccard,313,6,0.6
jaccard,315,7,0.7
jaccard,317,10,1.0
jaccard,318,1,0.1
jaccard,319,5,0.5
jaccard,321,6,0.6
jaccard,324,3,0.3
jaccard,325,1,0.1
jaccard,326,1,0.1
jaccard,327,1,0.1
jaccard,328,3,0.3
jaccard,329,1,0.1
jaccard,331,1,0.1
jaccard,333,1,0.1
jaccard,334,5,0.5
jaccard,335,1,0.1
jaccard,336,1,0.1
jaccard,339,8,0.8
jaccard,340,6,0.6
jaccard,341,5,0.5
jaccard,344,2,0.2
jaccard,345,1,0.1
jaccard,346,3,0.3
jaccard,347,2,0.2
jaccard,348,3,0.3
jaccard,351,1,0.1
jaccard,352,1,0.1
jaccard,356,3,0.3
jaccard,363,1,0.1
jaccard,364,2,0.2
jaccard,365,3,0.3
jaccard,366,7,0.7
jaccard,367,1,0.1
jaccard,371,3,0.3
jaccard,374,1,0.1
jaccard,376,4,0.4
jaccard,381,1,0.1
jaccard,383,4,0.4
jaccard,387,4,0.4
jaccard,395,1,0.1
jaccard,398,1,0.1
jaccard,399,2,0.2
jaccard,400,2,0.2
jaccard,403,2,0.2
jaccard,404,2,0.2
jaccard,405,3,0.3
jaccard,406,3,0.3
jaccard,407,8,0.8
jaccard,410,1,0.1
jaccard,412,2,0.2
jaccard,414,1,0.1
jaccard,415,1,0.1
jaccard,416,1,0.1
jaccard,417,1,0.1
jaccard,423,2,0.2
jaccard,424,1,0.1
jaccard,425,5,0.5
jaccard,426,5,0.5
jaccard,427,2,0.2
jaccard,429,1,0.1
jaccard,430,3,0.3
jaccard,432,4,0.4
jaccard,434,1,0.1
jaccard,439,1,0.1
jaccard,440,1,0.1
jaccard,447,3,0.3
jaccard,454,4,0.4
jaccard,455,1,0.1
jaccard,456,1,0.1
jaccard,457,6,0.6
jaccard,458,1,0.1
jaccard,460,2,0.2
jaccard,461,2,0.2
jaccard,465,2,0.2
jaccard,467,3,0.3
jaccard,469,1,0.1
jaccard,479,2,0.2
jaccard,489,1,0.1
jaccard,493,1,0.1
jaccard,495,2,0.2
jaccard,499,3,0.3
jaccard,501,3,0.3
jaccard,511,1,0.1
jaccard,513,1,0.1
jaccard,521,3,0.3
jaccard,525,1,0.1
jaccard,530,2,0.2
jaccard,536,2,0.2
jaccard,545,5,0.5
jaccard,546,4,0.4
jaccard,549,1,0.1
jaccard,553,3,0.3
jaccard,555,1,0.1
jaccard,556,9,0.9
jaccard,559,1,0.1
jaccard,560,3,0.3
jaccard,561,1,0.1
jaccard,564,1,0.1
jaccard,572,1,0.1
jaccard,574,1,0.1
jaccard,579,1,0.1
jaccard,580,4,0.4
jaccard,582,5,0.5
jaccard,583,2,0.2
jaccard,584,1,0.1
jaccard,586,3,0.3
jaccard,587,4,0.4
jaccard,588,6,0.6
jaccard,590,2,0.2
jaccard,592,4,0.4
jaccard,600,5,0.5
jaccard,604,2,0.2
jaccard,606,1,0.1
jaccard,613,1,0.1
jaccard,614,3,0.3
jaccard,615,4,0.4
jaccard,618,1,0.1
jaccard,620,3,0.3
jaccard,624,1,0.1
jaccard,625,2,0.2
jaccard,626,3,0.3
jaccard,633,4,0.4
jaccard,634,5,0.5
jaccard,635,5,0.5
jaccard,637,5,0.5
jaccard,639,4,0.4
jaccard,642,1,0.1
jaccard,643,5,0.5
jaccard,644,7,0.7
jaccard,645,1,0.1
jaccard,646,2,0.2
jaccard,647,5,0.5
jaccard,649,3,0.3
jaccard,650,3,0.3
jaccard,651,1,0.1
jaccard,658,1,0.1
jaccard,659,3,0.3
jaccard,661,1,0.1
jaccard,663,6,0.6
jaccard,664,3,0.3
jaccard,665,2,0.2
jaccard,667,2,0.2
jaccard,668,1,0.1
jaccard,673,2,0.2
jaccard,674,6,0.6
jaccard,677,1,0.1
jaccard,679,1,0.1
jaccard,686,6,0.6
jaccard,688,1,0.1
jaccard,689,0,0.0
jaccard,690,1,0.1
jaccard,691,5,0.5
jaccard,695,5,0.5
jaccard,696,1,0.1
jaccard,697,6,0.6
jaccard,698,3,0.3
jaccard,699,2,0.2
jaccard,701,1,0.1
jaccard,704,6,0.6
jaccard,705,5,0.5
jaccard,706,6,0.6
jaccard,707,10,1.0
jaccard,708,4,0.4
jaccard,710,8,0.8
jaccard,712,4,0.4
jaccard,715,2,0.2
jaccard,717,1,0.1
jaccard,719,1,0.1
jaccard,722,7,0.7
jaccard,724,2,0.2
jaccard,727,1,0.1
jaccard,728,2,0.2
jaccard,730,5,0.5
jaccard,733,2,0.2
jaccard,736,1,0.1
jaccard,737,4,0.4
jaccard,738,1,0.1
jaccard,742,8,0.8
jaccard,744,1,0.1
jaccard,749,4,0.4
jaccard,754,1,0.1
jaccard,759,7,0.7
jaccard,762,6,0.6
jaccard,763,3,0.3
jaccard,764,4,0.4
jaccard,766,3,0.3
jaccard,768,1,0.1
jaccard,769,8,0.8
jaccard,770,1,0.1
jaccard,771,1,0.1
jaccard,772,1,0.1
jaccard,780,1,0.1
jaccard,781,2,0.2
jaccard,782,2,0.2
jaccard,784,6,0.6
jaccard,786,1,0.1
jaccard,787,2,0.2
jaccard,788,4,0.4
jaccard,789,7,0.7
jaccard,791,5,0.5
jaccard,792,1,0.1
jaccard,794,5,0.5
jaccard,795,4,0.4
jaccard,796,1,0.1
jaccard,797,1,0.1
jaccard,798,2,0.2
jaccard,801,2,0.2
jaccard,802,2,0.2
jaccard,803,1,0.1
jaccard,805,8,0.8
jaccard,810,8,0.8
jaccard,812,1,0.1
jaccard,813,9,0.9
jaccard,814,1,0.1
jaccard,815,1,0.1
jaccard,816,2,0.2
jaccard,820,3,0.3
jaccard,822,2,0.2
jaccard,823,2,0.2
jaccard,825,10,1.0
jaccard,826,7,0.7
jaccard,830,1,0.1
jaccard,836,6,0.6
jaccard,838,6,0.6
jaccard,841,7,0.7
jaccard,842,4,0.4
jaccard,844,4,0.4
jaccard,848,2,0.2
jaccard,852,2,0.2
jaccard,853,1,0.1
jaccard,854,3,0.3
jaccard,856,7,0.7
jaccard,859,3,0.3
jaccard,861,5,0.5
jaccard,862,1,0.1
jaccard,863,1,0.1
jaccard,865,7,0.7
jaccard,869,3,0.3
jaccard,870,5,0.5
jaccard,871,7,0.7
jaccard,872,2,0.2
jaccard,879,8,0.8
jaccard,882,1,0.1
jaccard,883,1,0.1
jaccard,885,3,0.3
jaccard,886,1,0.1
jaccard,895,2,0.2
jaccard,896,2,0.2
jaccard,898,1,0.1
jaccard,899,3,0.3
jaccard,900,2,0.2
jaccard,904,8,0.8
jaccard,908,2,0.2
jaccard,909,1,0.1
jaccard,911,5,0.5
jaccard,912,2,0.2
jaccard,913,2,0.2
jaccard,914,1,0.1
jaccard,918,5,0.5
jaccard,920,4,0.4
jaccard,921,1,0.1
jaccard,922,9,0.9
jaccard,926,2,0.2
jaccard,928,3,0.3
jaccard,933,2,0.2
jaccard,935,3,0.3
jaccard,937,7,0.7
jaccard,941,9,0.9
jaccard,943,4,0.4
jaccard,944,2,0.2
jaccard,946,5,0.5
jaccard,947,3,0.3
jaccard,948,4,0.4
jaccard,949,2,0.2
jaccard,950,1,0.1
jaccard,954,3,0.3
jaccard,956,6,0.6
jaccard,959,2,0.2
jaccard,960,4,0.4
jaccard,961,1,0.1
jaccard,962,1,0.1
jaccard,964,1,0.1
jaccard,967,2,0.2
jaccard,968,0,0.0
jaccard,969,1,0.1
jaccard,970,2,0.2
jaccard,971,9,0.9
jaccard,974,4,0.4
jaccard,975,2,0.2
jaccard,978,7,0.7
jaccard,981,3,0.3
jaccard,982,5,0.5
jaccard,984,1,0.1
jaccard,986,5,0.5
jaccard,987,1,0.1
jaccard,988,8,0.8
jaccard,993,9,0.9
jaccard,994,4,0.4
jaccard,996,5,0.5
jaccard,998,4,0.4
jaccard,999,1,0.1
jaccard,1000,3,0.3
jaccard,1003,2,0.2
