method,source,hits_at_k,precision_at_k
adamic_adar,1931,3,0.3
adamic_adar,1935,2,0.2
adamic_adar,1937,2,0.2
adamic_adar,1940,1,0.1
adamic_adar,1943,1,0.1
adamic_adar,1944,1,0.1
adamic_adar,1945,1,0.1
adamic_adar,1947,3,0.3
adamic_adar,1948,4,0.4
adamic_adar,1951,4,0.4
adamic_adar,1961,1,0.1
adamic_adar,1962,5,0.5
adamic_adar,1964,1,0.1
adamic_adar,1966,4,0.4
adamic_adar,1967,6,0.6
adamic_adar,1972,7,0.7
adamic_adar,1976,3,0.3
adamic_adar,1977,8,0.8
adamic_adar,1979,1,0.1
adamic_adar,1980,5,0.5
adamic_adar,1982,3,0.3
adamic_adar,1984,3,0.3
adamic_adar,1985,7,0.7
adamic_adar,1986,4,0.4
adamic_adar,1990,5,0.5
adamic_adar,1991,5,0.5
adamic_adar,1992,4,0.4
adamic_adar,1993,1,0.1
adamic_adar,1995,2,0.2
adamic_adar,1997,7,0.7
adamic_adar,2001,4,0.4
adamic_adar,2003,4,0.4
adamic_adar,2009,5,0.5
adamic_adar,2010,3,0.3
adamic_adar,2014,4,0.4
adamic_adar,2016,2,0.2
adamic_adar,2033,5,0.5
adamic_adar,2037,1,0.1
adamic_adar,2038,2,0.2
adamic_adar,2041,1,0.1
adamic_adar,2050,1,0.1
adamic_adar,2052,1,0.1
adamic_adar,2054,2,0.2
adamic_adar,2059,1,0.1
adamic_adar,2062,7,0.7
adamic_adar,2063,5,0.5
adamic_adar,2064,1,0.1
adamic_adar,2065,6,0.6
adamic_adar,2067,0,0.0
adamic_adar,2068,2,0.2
adamic_adar,2069,2,0.2
adamic_adar,2071,1,0.1
adamic_adar,2072,5,0.5
adamic_adar,2083,1,0.1
adamic_adar,2084,2,0.2
adamic_adar,2085,2,0.2
adamic_adar,2091,1,0.1
adamic_adar,2092,3,0.3
adamic_adar,2093,3,0.3
adamic_adar,2095,1,0.1
adamic_adar,2097,2,0.2
adamic_adar,2099,3,0.3
adamic_adar,2102,5,0.5
adamic_adar,2103,1,0.1
adamic_adar,2105,1,0.1
adamic_adar,2108,3,0.3
adamic_adar,2109,4,0.4
adamic_adar,2110,0,0.0
adamic_adar,2113,1,0.1
adamic_adar,2114,6,0.6
adamic_adar,2116,2,0.2
adamic_adar,2117,5,0.5
adamic_adar,2118,5,0.5
adamic_adar,2119,1,0.1
adamic_adar,2120,4,0.4
adamic_adar,2125,1,0.1
adamic_adar,2127,1,0.1
adamic_adar,2128,2,0.2
adamic_adar,2129,6,0.6
adamic_adar,2130,2,0.2
adamic_adar,2133,8,0.8
adamic_adar,2134,3,0.3
adamic_adar,2135,7,0.7
adamic_adar,2139,1,0.1
adamic_adar,2141,1,0.1
adamic_adar,2142,1,0.1
adamic_adar,2144,6,0.6
adamic_adar,2145,6,0.6
adamic_adar,2149,1,0.1
adamic_adar,2152,1,0.1
adamic_adar,2156,4,0.4
adamic_adar,2159,3,0.3
adamic_adar,2160,4,0.4
adamic_adar,2161,0,0.0
adamic_adar,2163,1,0.1
adamic_adar,2168,1,0.1
adamic_adar,2169,6,0.6
adamic_adar,2170,1,0.1
adamic_adar,2171,4,0.4
adamic_adar,2172,3,0.3
adamic_adar,2174,7,0.7
adamic_adar,2176,2,0.2
adamic_adar,2177,1,0.1
adamic_adar,2178,1,0.1
adamic_adar,2181,1,0.1
adamic_adar,2186,3,0.3
adamic_adar,2192,1,0.1
adamic_adar,2193,3,0.3
adamic_adar,2196,1,0.1
adamic_adar,2197,1,0.1
adamic_adar,2198,1,0.1
adamic_adar,2206,3,0.3
adamic_adar,2209,3,0.3
adamic_adar,2210,5,0.5
adamic_adar,2215,1,0.1
adamic_adar,2217,2,0.2
adamic_adar,2223,3,0.3
adamic_adar,2225,5,0.5
adamic_adar,2226,2,0.2
adamic_adar,2229,5,0.5
adamic_adar,2230,6,0.6
adamic_adar,2231,2,0.2
adamic_adar,2232,1,0.1
adamic_adar,2233,4,0.4
adamic_adar,2234,5,0.5
adamic_adar,2236,8,0.8
adamic_adar,2237,7,0.7
adamic_adar,2240,7,0.7
adamic_adar,2241,1,0.1
adamic_adar,2246,1,0.1
adamic_adar,2249,3,0.3
adamic_adar,2251,2,0.2
adamic_adar,2252,2,0.2
adamic_adar,2254,1,0.1
adamic_adar,2255,5,0.5
adamic_adar,2256,9,0.9
adamic_adar,2257,4,0.4
adamic_adar,2258,4,0.4
adamic_adar,2264,6,0.6
adamic_adar,2272,4,0.4
adamic_adar,2274,5,0.5
adamic_adar,2276,3,0.3
adamic_adar,2277,3,0.3
adamic_adar,2281,1,0.1
adamic_adar,2282,1,0.1
adamic_adar,2285,5,0.5
adamic_adar,2286,1,0.1
adamic_adar,2289,2,0.2
adamic_adar,2290,6,0.6
adamic_adar,2293,1,0.1
adamic_adar,2294,1,0.1
adamic_adar,2295,1,0.1
adamic_adar,2297,7,0.7
adamic_adar,2298,6,0.6
adamic_adar,2299,4,0.4
adamic_adar,2309,1,0.1
adamic_adar,2314,1,0.1
adamic_adar,2318,1,0.1
adamic_adar,2319,0,0.0
adamic_adar,2321,1,0.1
adamic_adar,2322,1,0.1
adamic_adar,2323,7,0.7
adamic_adar,2326,9,0.9
adamic_adar,2328,5,0.5
adamic_adar,2330,1,0.1
adamic_adar,2332,3,0.3
adamic_adar,2338,1,0.1
adamic_adar,2340,1,0.1
adamic_adar,2342,2,0.2
adamic_adar,2343,1,0.1
adamic_adar,2346,1,0.1
adamic_adar,2349,1,0.1
adamic_adar,2354,1,0.1
adamic_adar,2356,5,0.5
adamic_adar,2357,3,0.3
adamic_adar,2363,1,0.1
adamic_adar,2364,3,0.3
adamic_adar,2365,7,0.7
adamic_adar,2366,1,0.1
adamic_adar,2367,2,0.2
adamic_adar,2368,4,0.4
adamic_adar,2369,6,0.6
adamic_adar,2371,9,0.9
adamic_adar,2375,5,0.5
adamic_adar,2376,5,0.5
adamic_adar,2379,6,0.6
adamic_adar,2381,6,0.6
adamic_adar,2384,6,0.6
adamic_adar,2387,6,0.6
adamic_adar,2393,1,0.1
adamic_adar,2398,6,0.6
adamic_adar,2399,1,0.1
adamic_adar,2402,1,0.1
adamic_adar,2407,1,0.1
adamic_adar,2410,4,0.4
adamic_adar,2411,7,0.7
adamic_adar,2412,1,0.1
adamic_adar,2413,1,0.1
adamic_adar,2414,2,0.2
adamic_adar,2415,1,0.1
adamic_adar,2416,7,0.7
adamic_adar,2417,0,0.0
adamic_adar,2427,2,0.2
adamic_adar,2434,1,0.1
adamic_adar,2435,5,0.5
adamic_adar,2437,1,0.1
adamic_adar,2440,6,0.6
adamic_adar,2444,1,0.1
adamic_adar,2452,6,0.6
adamic_adar,2456,3,0.3
adamic_adar,2467,1,0.1
adamic_adar,2472,6,0.6
adamic_adar,2473,6,0.6
adamic_adar,2474,6,0.6
adamic_adar,2475,1,0.1
adamic_adar,2476,6,0.6
adamic_adar,2478,3,0.3
adamic_adar,2480,1,0.1
adamic_adar,2481,3,0.3
adamic_adar,2482,1,0.1
adamic_adar,2485,7,0.7
adamic_adar,2488,4,0.4
adamic_adar,2493,1,0.1
adamic_adar,2497,5,0.5
adamic_adar,2502,3,0.3
adamic_adar,2504,10,1.0
adamic_adar,2506,6,0.6
adamic_adar,2507,7,0.7
adamic_adar,2508,3,0.3
adamic_adar,2509,2,0.2
adamic_adar,2510,7,0.7
adamic_adar,2511,2,0.2
adamic_adar,2516,5,0.5
adamic_adar,2517,2,0.2
adamic_adar,2518,1,0.1
adamic_adar,2523,1,0.1
adamic_adar,2524,2,0.2
adamic_adar,2531,1,0.1
adamic_adar,2535,4,0.4
adamic_adar,2541,2,0.2
adamic_adar,2542,9,0.9
adamic_adar,2544,2,0.2
adamic_adar,2545,1,0.1
adamic_adar,2546,4,0.4
adamic_adar,2547,9,0.9
adamic_adar,2548,2,0.2
adamic_adar,2549,5,0.5
adamic_adar,2550,4,0.4
adamic_adar,2552,1,0.1
adamic_adar,2555,3,0.3
adamic_adar,2557,4,0.4
adamic_adar,2559,9,0.9
adamic_adar,2560,4,0.4
adamic_adar,2564,4,0.4
adamic_adar,2565,5,0.5
adamic_adar,2566,3,0.3
adamic_adar,2568,2,0.2
adamic_adar,2569,1,0.1
adamic_adar,2572,2,0.2
adamic_adar,2574,1,0.1
adamic_adar,2576,6,0.6
adamic_adar,2577,1,0.1
adamic_adar,2578,2,0.2
adamic_adar,2583,1,0.1
adamic_adar,2585,6,0.6
adamic_adar,2587,3,0.3
adamic_adar,2592,1,0.1
adamic_adar,2593,5,0.5
adamic_adar,2594,8,0.8
adamic_adar,2595,7,0.7
adamic_adar,2596,3,0.3
adamic_adar,2598,1,0.1
adamic_adar,2605,8,0.8
adamic_adar,2607,1,0.1
adamic_adar,2608,3,0.3
adamic_adar,2611,1,0.1
adamic_adar,2612,3,0.3
adamic_adar,2613,4,0.4
adamic_adar,2617,5,0.5
adamic_adar,2618,5,0.5
adamic_adar,2619,4,0.4
adamic_adar,2620,5,0.5
adamic_adar,2621,1,0.1
adamic_adar,2623,4,0.4
adamic_adar,2626,2,0.2
adamic_adar,2645,1,0.1
adamic_adar,2646,2,0.2
adamic_adar,2647,4,0.4
adamic_adar,2651,9,0.9
adamic_adar,2653,7,0.7
adamic_adar,2654,6,0.6
adamic_adar,2655,4,0.4
adamic_adar,2657,6,0.6
adamic_adar,2658,3,0.3
adamic_adar,2659,1,0.1
adamic_adar,2660,5,0.5
adamic_adar,2665,1,0.1
adamic_adar,2667,6,0.6
adamic_adar,2672,5,0.5
adamic_adar,2674,9,0.9
adamic_adar,2677,2,0.2
adamic_adar,2680,2,0.2
adamic_adar,2686,6,0.6
adamic_adar,2687,2,0.2
adamic_adar,2688,6,0.6
adamic_adar,2689,4,0.4
adamic_adar,2690,6,0.6
adamic_adar,2691,6,0.6
adamic_adar,2692,3,0.3
adamic_adar,2693,7,0.7
adamic_adar,2694,4,0.4
adamic_adar,2696,10,1.0
adamic_adar,2697,9,0.9
adamic_adar,2698,1,0.1
adamic_adar,2699,4,0.4
adamic_adar,2700,9,0.9
adamic_adar,2701,4,0.4
adamic_adar,2702,4,0.4
adamic_adar,2703,4,0.4
adamic_adar,2704,5,0.5
adamic_adar,2706,3,0.3
adamic_adar,2707,4,0.4
adamic_adar,2708,2,0.2
adamic_adar,2711,2,0.2
adamic_adar,2713,9,0.9
adamic_adar,2719,4,0.4
adamic_adar,2724,1,0.1
adamic_adar,2727,7,0.7
adamic_adar,2728,1,0.1
adamic_adar,2730,1,0.1
adamic_adar,2736,1,0.1
adamic_adar,2737,3,0.3
adamic_adar,2740,4,0.4
adamic_adar,2744,3,0.3
adamic_adar,2746,2,0.2
adamic_adar,2747,9,0.9
adamic_adar,2752,1,0.1
adamic_adar,2757,1,0.1
adamic_adar,2760,3,0.3
adamic_adar,2765,4,0.4
adamic_adar,2768,7,0.7
adamic_adar,2774,2,0.2
adamic_adar,2775,5,0.5
adamic_adar,2778,2,0.2
adamic_adar,2780,1,0.1
adamic_adar,2789,1,0.1
adamic_adar,2790,8,0.8
adamic_adar,2791,2,0.2
adamic_adar,2792,2,0.2
adamic_adar,2793,1,0.1
adamic_adar,2796,2,0.2
adamic_adar,2799,2,0.2
adamic_adar,2802,1,0.1
adamic_adar,2804,4,0.4
adamic_adar,2807,1,0.1
adamic_adar,2811,2,0.2
adamic_adar,2815,4,0.4
adamic_adar,2819,3,0.3
adamic_adar,2822,3,0.3
adamic_adar,2830,1,0.1
adamic_adar,2831,5,0.5
adamic_adar,2832,3,0.3
adamic_adar,2833,1,0.1
adamic_adar,2834,2,0.2
adamic_adar,2838,2,0.2
adamic_adar,2840,5,0.5
adamic_adar,2842,9,0.9
adamic_adar,2845,1,0.1
adamic_adar,2851,4,0.4
adamic_adar,2852,1,0.1
adamic_adar,2855,2,0.2
adamic_adar,2859,6,0.6
adamic_adar,2860,2,0.2
adamic_adar,2862,1,0.1
adamic_adar,2863,1,0.1
adamic_adar,2866,2,0.2
adamic_adar,2867,1,0.1
adamic_adar,2871,5,0.5
adamic_adar,2872,4,0.4
adamic_adar,2875,1,0.1
adamic_adar,2883,2,0.2
adamic_adar,2885,1,0.1
adamic_adar,2886,1,0.1
adamic_adar,2889,2,0.2
adamic_adar,2898,1,0.1
adamic_adar,2900,7,0.7
adamic_adar,2901,1,0.1
adamic_adar,2903,1,0.1
adamic_adar,2904,6,0.6
adamic_adar,2906,2,0.2
adamic_adar,2907,1,0.1
adamic_adar,2908,2,0.2
adamic_adar,2909,6,0.6
adamic_adar,2912,7,0.7
adamic_adar,2913,1,0.1
adamic_adar,2919,1,0.1
adamic_adar,2923,6,0.6
adamic_adar,2925,2,0.2
adamic_adar,2932,10,1.0
adamic_adar,2933,2,0.2
adamic_adar,2935,4,0.4
adamic_adar,2936,1,0.1
adamic_adar,2939,2,0.2
adamic_adar,2940,2,0.2
adamic_adar,2941,1,0.1
adamic_adar,2947,2,0.2
adamic_adar,2948,3,0.3
adamic_adar,2950,2,0.2
adamic_adar,2951,3,0.3
adamic_adar,2953,2,0.2
adamic_adar,2958,4,0.4
adamic_adar,2964,5,0.5
adamic_adar,2965,1,0.1
adamic_adar,2967,6,0.6
adamic_adar,2968,6,0.6
adamic_adar,2969,1,0.1
adamic_adar,2972,5,0.5
adamic_adar,2974,4,0.4
adamic_adar,2981,7,0.7
adamic_adar,2983,5,0.5
adamic_adar,2985,1,0.1
adamic_adar,2986,2,0.2
adamic_adar,2987,2,0.2
adamic_adar,2988,6,0.6
adamic_adar,2989,2,0.2
adamic_adar,2994,1,0.1
adamic_adar,2995,1,0.1
adamic_adar,2998,2,0.2
adamic_adar,2999,2,0.2
adamic_adar,3000,2,0.2
adamic_adar,3001,1,0.1
adamic_adar,3005,7,0.7
adamic_adar,3006,4,0.4
adamic_adar,3007,5,0.5
adamic_adar,3009,5,0.5
adamic_adar,3010,7,0.7
adamic_adar,3015,2,0.2
adamic_adar,3017,1,0.1
adamic_adar,3018,3,0.3
adamic_adar,3020,7,0.7
adamic_adar,3024,7,0.7
adamic_adar,3025,1,0.1
adamic_adar,3026,8,0.8
adamic_adar,3027,2,0.2
adamic_adar,3028,8,0.8
adamic_adar,3031,6,0.6
adamic_adar,3032,5,0.5
adamic_adar,3033,7,0.7
adamic_adar,3034,7,0.7
adamic_adar,3035,3,0.3
adamic_adar,3036,1,0.1
adamic_adar,3037,1,0.1
adamic_adar,3039,4,0.4
adamic_adar,3040,1,0.1
adamic_adar,3041,1,0.1
adamic_adar,3046,2,0.2
adamic_adar,3047,2,0.2
adamic_adar,3049,1,0.1
adamic_adar,3053,2,0.2
adamic_adar,3055,7,0.7
adamic_adar,3056,7,0.7
adamic_adar,3057,5,0.5
adamic_adar,3059,9,0.9
adamic_adar,3060,1,0.1
adamic_adar,3061,1,0.1
adamic_adar,3062,7,0.7
adamic_adar,3072,0,0.0
adamic_adar,3073,7,0.7
adamic_adar,3075,1,0.1
adamic_adar,3077,2,0.2
adamic_adar,3081,4,0.4
adamic_adar,3083,1,0.1
adamic_adar,3084,3,0.3
adamic_adar,3086,2,0.2
adamic_adar,3087,1,0.1
adamic_adar,3088,2,0.2
adamic_adar,3089,1,0.1
adamic_adar,3092,6,0.6
adamic_adar,3094,1,0.1
adamic_adar,3095,5,0.5
adamic_adar,3098,3,0.3
adamic_adar,3103,1,0.1
adamic_adar,3106,2,0.2
adamic_adar,3107,2,0.2
adamic_adar,3108,2,0.2
adamic_adar,3110,5,0.5
adamic_adar,3120,1,0.1
adamic_adar,3124,1,0.1
adamic_adar,3125,3,0.3
adamic_adar,3127,1,0.1
adamic_adar,3137,1,0.1
adamic_adar,3142,5,0.5
adamic_adar,3144,7,0.7
adamic_adar,3145,2,0.2
adamic_adar,3147,2,0.2
adamic_adar,3148,5,0.5
adamic_adar,3150,1,0.1
adamic_adar,3159,1,0.1
adamic_adar,3168,5,0.5
adamic_adar,3172,1,0.1
adamic_adar,3175,4,0.4
adamic_adar,3176,1,0.1
adamic_adar,3180,6,0.6
adamic_adar,3181,1,0.1
adamic_adar,3185,1,0.1
adamic_adar,3188,4,0.4
adamic_adar,3189,1,0.1
adamic_adar,3190,1,0.1
adamic_adar,3191,8,0.8
adamic_adar,3192,7,0.7
adamic_adar,3196,5,0.5
adamic_adar,3200,2,0.2
adamic_adar,3202,2,0.2
adamic_adar,3208,2,0.2
adamic_adar,3209,3,0.3
adamic_adar,3225,3,0.3
adamic_adar,3227,4,0.4
adamic_adar,3238,5,0.5
adamic_adar,3239,2,0.2
adamic_adar,3247,1,0.1
adamic_adar,3252,8,0.8
adamic_adar,3256,3,0.3
adamic_adar,3258,6,0.6
adamic_adar,3260,1,0.1
adamic_adar,3268,1,0.1
adamic_adar,3272,1,0.1
adamic_adar,3274,7,0.7
adamic_adar,3275,0,0.0
adamic_adar,3276,7,0.7
adamic_adar,3278,1,0.1
adamic_adar,3282,1,0.1
adamic_adar,3284,2,0.2
adamic_adar,3290,4,0.4
adamic_adar,3291,5,0.5
adamic_adar,3292,1,0.1
adamic_adar,3293,1,0.1
adamic_adar,3297,7,0.7
adamic_adar,3301,3,0.3
adamic_adar,3304,5,0.5
adamic_adar,3305,1,0.1
adamic_adar,3306,0,0.0
adamic_adar,3310,7,0.7
adamic_adar,3315,1,0.1
adamic_adar,3317,1,0.1
adamic_adar,3321,3,0.3
adamic_adar,3326,2,0.2
adamic_adar,3333,1,0.1
adamic_adar,3334,2,0.2
adamic_adar,3340,1,0.1
adamic_adar,3343,2,0.2
adamic_adar,3345,6,0.6
adamic_adar,3346,1,0.1
adamic_adar,3348,3,0.3
adamic_adar,3349,1,0.1
adamic_adar,3350,5,0.5
adamic_adar,3352,5,0.5
adamic_adar,3361,1,0.1
adamic_adar,3366,4,0.4
adamic_adar,3373,2,0.2
adamic_adar,3375,4,0.4
adamic_adar,3377,3,0.3
adamic_adar,3378,5,0.5
adamic_adar,3379,4,0.4
adamic_adar,3380,4,0.4
adamic_adar,3381,5,0.5
adamic_adar,3386,2,0.2
adamic_adar,3388,3,0.3
adamic_adar,3390,4,0.4
adamic_adar,3391,1,0.1
adamic_adar,3392,4,0.4
adamic_adar,3393,3,0.3
adamic_adar,3394,9,0.9
adamic_adar,3396,1,0.1
adamic_adar,3402,7,0.7
adamic_adar,3404,7,0.7
adamic_adar,3406,1,0.1
adamic_adar,3417,5,0.5
adamic_adar,3425,0,0.0
adamic_adar,3433,2,0.2
adamic_adar,3435,1,0.1
adamic_adar,3439,7,0.7
adamic_adar,3441,1,0.1
adamic_adar,3443,4,0.4
adamic_adar,3445,3,0.3
adamic_adar,3447,5,0.5
adamic_adar,3449,8,0.8
adamic_adar,3450,4,0.4
adamic_adar,3451,4,0.4
adamic_adar,3452,9,0.9
adamic_adar,3453,10,1.0
adamic_adar,3454,9,0.9
adamic_adar,3455,9,0.9
adamic_adar,3456,7,0.7
adamic_adar,3457,5,0.5
adamic_adar,3458,6,0.6
adamic_adar,3459,6,0.6
adamic_adar,3460,1,0.1
adamic_adar,3461,8,0.8
adamic_adar,3462,5,0.5
adamic_adar,3463,5,0.5
adamic_adar,3466,3,0.3
adamic_adar,3468,1,0.1
adamic_adar,3469,2,0.2
adamic_adar,3470,5,0.5
adamic_adar,3472,2,0.2
adamic_adar,3477,6,0.6
adamic_adar,3478,5,0.5
adamic_adar,3479,6,0.6
adamic_adar,3480,3,0.3
adamic_adar,3481,5,0.5
adamic_adar,3482,4,0.4
adamic_adar,3483,7,0.7
adamic_adar,3488,2,0.2
adamic_adar,3490,1,0.1
adamic_adar,3496,2,0.2
adamic_adar,3498,5,0.5
adamic_adar,3508,4,0.4
adamic_adar,3512,2,0.2
adamic_adar,3515,1,0.1
adamic_adar,3518,1,0.1
adamic_adar,3519,7,0.7
adamic_adar,3520,1,0.1
adamic_adar,3521,5,0.5
adamic_adar,3522,5,0.5
adamic_adar,3523,7,0.7
adamic_adar,3525,3,0.3
adamic_adar,3526,1,0.1
adamic_adar,3527,6,0.6
adamic_adar,3528,1,0.1
adamic_adar,3532,2,0.2
adamic_adar,3535,1,0.1
adamic_adar,3536,1,0.1
adamic_adar,3538,1,0.1
adamic_adar,3539,1,0.1
adamic_adar,3540,1,0.1
adamic_adar,3541,8,0.8
adamic_adar,3542,2,0.2
adamic_adar,3544,1,0.1
adamic_adar,3555,2,0.2
adamic_adar,3556,1,0.1
adamic_adar,3557,1,0.1
adamic_adar,3562,7,0.7
adamic_adar,3567,5,0.5
adamic_adar,3568,8,0.8
adamic_adar,3569,4,0.4
adamic_adar,3571,6,0.6
adamic_adar,3578,1,0.1
adamic_adar,3579,1,0.1
adamic_adar,3586,7,0.7
adamic_adar,3587,2,0.2
adamic_adar,3591,2,0.2
adamic_adar,3593,2,0.2
adamic_adar,3597,4,0.4
adamic_adar,3598,1,0.1
adamic_adar,3600,2,0.2
adamic_adar,3601,5,0.5
adamic_adar,3603,1,0.1
adamic_adar,3607,5,0.5
adamic_adar,3611,2,0.2
adamic_adar,3614,7,0.7
adamic_adar,3615,7,0.7
adamic_adar,3622,2,0.2
adamic_adar,3624,4,0.4
adamic_adar,3630,5,0.5
adamic_adar,3631,8,0.8
adamic_adar,3633,7,0.7
adamic_adar,3634,6,0.6
adamic_adar,3635,7,0.7
adamic_adar,3636,1,0.1
adamic_adar,3637,1,0.1
adamic_adar,3639,1,0.1
adamic_adar,3641,6,0.6
adamic_adar,3642,5,0.5
adamic_adar,3643,6,0.6
adamic_adar,3645,6,0.6
adamic_adar,3647,2,0.2
adamic_adar,3648,1,0.1
adamic_adar,3653,1,0.1
adamic_adar,3655,1,0.1
adamic_adar,3656,1,0.1
adamic_adar,3658,6,0.6
adamic_adar,3659,5,0.5
adamic_adar,3660,5,0.5
adamic_adar,3661,5,0.5
adamic_adar,3662,2,0.2
adamic_adar,3665,2,0.2
adamic_adar,3666,6,0.6
adamic_adar,3678,5,0.5
adamic_adar,3682,6,0.6
adamic_adar,3683,1,0.1
adamic_adar,3689,1,0.1
adamic_adar,3691,5,0.5
adamic_adar,3705,1,0.1
adamic_adar,3709,1,0.1
adamic_adar,3714,3,0.3
adamic_adar,3717,1,0.1
adamic_adar,3719,3,0.3
adamic_adar,3720,2,0.2
adamic_adar,3723,1,0.1
adamic_adar,3724,9,0.9
adamic_adar,3725,1,0.1
adamic_adar,3728,6,0.6
adamic_adar,3729,1,0.1
adamic_adar,3731,1,0.1
adamic_adar,3742,1,0.1
adamic_adar,3743,2,0.2
adamic_adar,3747,0,0.0
adamic_adar,3748,7,0.7
adamic_adar,3749,1,0.1
adamic_adar,3750,1,0.1
adamic_adar,3751,2,0.2
adamic_adar,3752,1,0.1
adamic_adar,3762,1,0.1
adamic_adar,3764,1,0.1
adamic_adar,3766,3,0.3
adamic_adar,3767,2,0.2
adamic_adar,3770,4,0.4
adamic_adar,3775,1,0.1
adamic_adar,3777,2,0.2
adamic_adar,3782,1,0.1
adamic_adar,3785,1,0.1
adamic_adar,3786,6,0.6
adamic_adar,3787,5,0.5
adamic_adar,3792,6,0.6
adamic_adar,3794,5,0.5
adamic_adar,3796,10,1.0
adamic_adar,3798,4,0.4
adamic_adar,3800,1,0.1
adamic_adar,3802,1,0.1
adamic_adar,3803,1,0.1
adamic_adar,3806,7,0.7
adamic_adar,3812,7,0.7
adamic_adar,3813,4,0.4
adamic_adar,3814,7,0.7
adamic_adar,3815,4,0.4
adamic_adar,3819,2,0.2
adamic_adar,3830,4,0.4
adamic_adar,3832,1,0.1
adamic_adar,3833,1,0.1
adamic_adar,3835,3,0.3
adamic_adar,3839,1,0.1
adamic_adar,3842,1,0.1
adamic_adar,3843,5,0.5
adamic_adar,3845,1,0.1
adamic_adar,3851,1,0.1
adamic_adar,3854,8,0.8
adamic_adar,3863,1,0.1
adamic_adar,3869,1,0.1
adamic_adar,3871,1,0.1
adamic_adar,3872,2,0.2
adamic_adar,3873,1,0.1
adamic_adar,3876,1,0.1
adamic_adar,3885,1,0.1
adamic_adar,3889,1,0.1
adamic_adar,3897,2,0.2
adamic_adar,3898,2,0.2
adamic_adar,3902,6,0.6
adamic_adar,3910,5,0.5
adamic_adar,3912,4,0.4
adamic_adar,3916,4,0.4
adamic_adar,3917,5,0.5
adamic_adar,3918,0,0.0
adamic_adar,3919,5,0.5
adamic_adar,3920,2,0.2
adamic_adar,3925,1,0.1
adamic_adar,3930,1,0.1
adamic_adar,3945,1,0.1
adamic_adar,3947,1,0.1
adamic_adar,3948,5,0.5
adamic_adar,3949,5,0.5
adamic_adar,3956,6,0.6
adamic_adar,3958,2,0.2
adamic_adar,3959,1,0.1
adamic_adar,3960,2,0.2
adamic_adar,3961,2,0.2
adamic_adar,3965,4,0.4
adamic_adar,3969,5,0.5
adamic_adar,3971,1,0.1
adamic_adar,3973,3,0.3
adamic_adar,3976,8,0.8
adamic_adar,3977,2,0.2
adamic_adar,3978,1,0.1
adamic_adar,3980,1,0.1
adamic_adar,3982,3,0.3
adamic_adar,3983,1,0.1
adamic_adar,3985,4,0.4
adamic_adar,3989,1,0.1
adamic_adar,3991,0,0.0
adamic_adar,3992,1,0.1
adamic_adar,3995,7,0.7
adamic_adar,4000,0,0.0
adamic_adar,4001,5,0.5
adamic_adar,4006,1,0.1
adamic_adar,4007,2,0.2
adamic_adar,4008,1,0.1
adamic_adar,4013,4,0.4
adamic_adar,4020,1,0.1
adamic_adar,4024,1,0.1
adamic_adar,4027,1,0.1
adamic_adar,4034,0,0.0
adamic_adar,4036,4,0.4
adamic_adar,4039,2,0.2
adamic_adar,4040,8,0.8
adamic_adar,4041,9,0.9
adamic_adar,4042,5,0.5
adamic_adar,4044,6,0.6
adamic_adar,4045,5,0.5
adamic_adar,4046,5,0.5
adamic_adar,4053,1,0.1
adamic_adar,4056,2,0.2
adamic_adar,4059,1,0.1
adamic_adar,4062,0,0.0
adamic_adar,4063,3,0.3
adamic_adar,4065,6,0.6
adamic_adar,4066,1,0.1
adamic_adar,4068,1,0.1
adamic_adar,4070,3,0.3
adamic_adar,4071,3,0.3
adamic_adar,4072,6,0.6
adamic_adar,4073,7,0.7
adamic_adar,4074,6,0.6
adamic_adar,4076,6,0.6
adamic_adar,4077,8,0.8
adamic_adar,4079,1,0.1
adamic_adar,4082,1,0.1
adamic_adar,4099,9,0.9
adamic_adar,4111,2,0.2
adamic_adar,4116,2,0.2
adamic_adar,4119,3,0.3
adamic_adar,4120,1,0.1
adamic_adar,4123,3,0.3
adamic_adar,4124,4,0.4
adamic_adar,4127,8,0.8
adamic_adar,4128,2,0.2
adamic_adar,4133,1,0.1
adamic_adar,4136,2,0.2
adamic_adar,4137,1,0.1
adamic_adar,4138,6,0.6
adamic_adar,4140,0,0.0
adamic_adar,4142,3,0.3
adamic_adar,4144,6,0.6
adamic_adar,4145,1,0.1
adamic_adar,4147,1,0.1
adamic_adar,4148,1,0.1
adamic_adar,4149,1,0.1
adamic_adar,4150,3,0.3
adamic_adar,4151,7,0.7
adamic_adar,4152,7,0.7
adamic_adar,4155,2,0.2
adamic_adar,4159,1,0.1
adamic_adar,4162,3,0.3
adamic_adar,4175,1,0.1
adamic_adar,4186,1,0.1
adamic_adar,4189,1,0.1
adamic_adar,4191,3,0.3
adamic_adar,4192,1,0.1
adamic_adar,4194,1,0.1
adamic_adar,4197,2,0.2
adamic_adar,4199,2,0.2
adamic_adar,4200,1,0.1
adamic_adar,4205,1,0.1
adamic_adar,4211,7,0.7
adamic_adar,4212,7,0.7
adamic_adar,4213,1,0.1
adamic_adar,4214,1,0.1
adamic_adar,4215,1,0.1
adamic_adar,4219,5,0.5
adamic_adar,4221,7,0.7
adamic_adar,4222,3,0.3
adamic_adar,4223,1,0.1
adamic_adar,4224,1,0.1
adamic_adar,4229,1,0.1
adamic_adar,4232,1,0.1
